InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,transaction_number
561004,1927,SET OF 3 REGENCY CAKE TINS,16,7/22/2011 14:47,4.15,274,United Kingdom,19.0
561004,1758,REGENCY TEA SPOON,36,7/22/2011 14:47,1.25,274,United Kingdom,19.0
561004,1761,REGENCY TEA STRAINER,4,7/22/2011 14:47,3.75,274,United Kingdom,19.0
561004,1745,REGENCY SUGAR TONGS,8,7/22/2011 14:47,2.49,274,United Kingdom,19.0
561004,1828,REGENCY TEAPOT ROSES ,12,7/22/2011 14:47,8.15,274,United Kingdom,19.0
561004,1827,REGENCY MILK JUG PINK ,8,7/22/2011 14:47,3.25,274,United Kingdom,19.0
561004,569,VINTAGE UNION JACK MEMOBOARD,2,7/22/2011 14:47,9.95,274,United Kingdom,19.0
561004,1004,BAKING SET 9 PIECE RETROSPOT ,3,7/22/2011 14:47,4.95,274,United Kingdom,19.0
561008,427,FELTCRAFT HAIRBAND PINK AND PURPLE,12,7/22/2011 15:43,0.85,583,United Kingdom,2.0
561008,498,4 TRADITIONAL SPINNING TOPS,12,7/22/2011 15:43,1.45,583,United Kingdom,2.0
561008,192,FELTCRAFT BUTTERFLY HEARTS,12,7/22/2011 15:43,1.45,583,United Kingdom,2.0
561008,118,FELTCRAFT 6 FLOWER FRIENDS,6,7/22/2011 15:43,2.1,583,United Kingdom,2.0
561008,332,PINK BLUE FELT CRAFT TRINKET BOX,12,7/22/2011 15:43,1.25,583,United Kingdom,2.0
561008,428,PINK CREAM FELT CRAFT TRINKET BOX ,12,7/22/2011 15:43,1.25,583,United Kingdom,2.0
561008,1439,FELTCRAFT DOLL EMILY,6,7/22/2011 15:43,2.95,583,United Kingdom,2.0
561008,1361,FELTCRAFT DOLL MOLLY,6,7/22/2011 15:43,2.95,583,United Kingdom,2.0
561008,476,FELTCRAFT DOLL ROSIE,6,7/22/2011 15:43,2.95,583,United Kingdom,2.0
561008,345,FELTCRAFT CUSHION RABBIT,4,7/22/2011 15:43,3.75,583,United Kingdom,2.0
561008,359,FELTCRAFT CUSHION BUTTERFLY,4,7/22/2011 15:43,3.75,583,United Kingdom,2.0
561008,344,FELTCRAFT CUSHION OWL,4,7/22/2011 15:43,3.75,583,United Kingdom,2.0
561021,101,REGENCY CAKESTAND 3 TIER,16,7/24/2011 10:03,10.95,71,United Kingdom,13.0
561021,205,RECIPE BOX PANTRY YELLOW DESIGN,6,7/24/2011 10:03,2.95,71,United Kingdom,13.0
561021,1707,CLASSIC FRENCH STYLE BASKET BROWN,5,7/24/2011 10:03,3.95,71,United Kingdom,13.0
561021,1739,DOORMAT KEEP CALM AND COME IN,10,7/24/2011 10:03,6.75,71,United Kingdom,13.0
561021,55,ASSORTED COLOUR BIRD ORNAMENT,24,7/24/2011 10:03,1.69,71,United Kingdom,13.0
561023,94,BLACK RECORD COVER FRAME,72,7/24/2011 10:30,3.39,29,United Kingdom,9.0
561023,95,"RECORD FRAME 7"" SINGLE SIZE ",48,7/24/2011 10:30,2.1,29,United Kingdom,9.0
561023,1869,NO JUNK MAIL METAL SIGN,24,7/24/2011 10:30,0.39,29,United Kingdom,9.0
561031,386,RED RETROSPOT CHARLOTTE BAG,100,7/24/2011 11:32,0.72,635,United Kingdom,2.0
561031,1694,CHARLOTTE BAG APPLES DESIGN,100,7/24/2011 11:32,0.72,635,United Kingdom,2.0
561031,787,STRAWBERRY CHARLOTTE BAG,100,7/24/2011 11:32,0.72,635,United Kingdom,2.0
561031,849,WOODLAND CHARLOTTE BAG,100,7/24/2011 11:32,0.72,635,United Kingdom,2.0
561031,374,6 RIBBONS RUSTIC CHARM,12,7/24/2011 11:32,1.65,635,United Kingdom,2.0
561038,2019,LARGE WHITE HEART OF WICKER,1,7/24/2011 11:58,2.95,573,United Kingdom,3.0
561038,2024,SMALL WHITE HEART OF WICKER,2,7/24/2011 11:58,1.65,573,United Kingdom,3.0
561038,437,HEART OF WICKER SMALL,1,7/24/2011 11:58,1.65,573,United Kingdom,3.0
561038,438,HEART OF WICKER LARGE,2,7/24/2011 11:58,2.95,573,United Kingdom,3.0
561038,1717,SMALL DECO JEWELLERY STAND,1,7/24/2011 11:58,8.25,573,United Kingdom,3.0
561038,231,WOODEN PICTURE FRAME WHITE FINISH,2,7/24/2011 11:58,2.55,573,United Kingdom,3.0
561038,232,WOODEN FRAME ANTIQUE WHITE ,3,7/24/2011 11:58,2.95,573,United Kingdom,3.0
561038,472,PHOTO FRAME 3 CLASSIC HANGING,2,7/24/2011 11:58,9.95,573,United Kingdom,3.0
561038,603,ENAMEL FLOWER JUG CREAM,1,7/24/2011 11:58,5.95,573,United Kingdom,3.0
561038,501,ENAMEL BREAD BIN CREAM,1,7/24/2011 11:58,12.75,573,United Kingdom,3.0
561038,618,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,7/24/2011 11:58,12.75,573,United Kingdom,3.0
561038,230,WOOD S/3 CABINET ANT WHITE FINISH,2,7/24/2011 11:58,8.95,573,United Kingdom,3.0
561038,269,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,7/24/2011 11:58,6.75,573,United Kingdom,3.0
561039,443,T-LIGHT GLASS FLUTED ANTIQUE,72,7/24/2011 12:02,1.06,125,United Kingdom,19.0
561039,231,WOODEN PICTURE FRAME WHITE FINISH,36,7/24/2011 12:02,2.1,125,United Kingdom,19.0
561039,80,RED RETROSPOT OVEN GLOVE ,10,7/24/2011 12:02,1.25,125,United Kingdom,19.0
561039,323,RED RETROSPOT PEG BAG,6,7/24/2011 12:02,2.55,125,United Kingdom,19.0
561039,449,PARTY BUNTING,8,7/24/2011 12:02,4.95,125,United Kingdom,19.0
561039,158,DOORMAT RED RETROSPOT,10,7/24/2011 12:02,6.75,125,United Kingdom,19.0
561039,563,SET 12 RETRO WHITE CHALK STICKS,24,7/24/2011 12:02,0.42,125,United Kingdom,19.0
561039,528,PLACE SETTING WHITE HEART,432,7/24/2011 12:02,0.36,125,United Kingdom,19.0
561044,1849,JINGLE BELL HEART DECORATION,24,7/24/2011 12:26,1.65,547,United Kingdom,2.0
561044,436,FAMILY ALBUM WHITE PICTURE FRAME,2,7/24/2011 12:26,8.5,547,United Kingdom,2.0
561044,1,WHITE HANGING HEART T-LIGHT HOLDER,64,7/24/2011 12:26,2.55,547,United Kingdom,2.0
561044,231,WOODEN PICTURE FRAME WHITE FINISH,12,7/24/2011 12:26,2.55,547,United Kingdom,2.0
561044,232,WOODEN FRAME ANTIQUE WHITE ,12,7/24/2011 12:26,2.95,547,United Kingdom,2.0
561044,230,WOOD S/3 CABINET ANT WHITE FINISH,8,7/24/2011 12:26,8.95,547,United Kingdom,2.0
561045,86,KINGS CHOICE GIANT TUBE MATCHES,12,7/24/2011 12:29,2.55,551,United Kingdom,3.0
561045,1103,GAOLERS KEYS DECORATIVE GARDEN ,4,7/24/2011 12:29,3.75,551,United Kingdom,3.0
561045,1282,SET/10 BLUE POLKADOT PARTY CANDLES,1,7/24/2011 12:29,1.25,551,United Kingdom,3.0
561045,2024,SMALL WHITE HEART OF WICKER,12,7/24/2011 12:29,1.65,551,United Kingdom,3.0
561045,164,"FEATHER PEN,COAL BLACK",48,7/24/2011 12:29,0.39,551,United Kingdom,3.0
561045,166,"FEATHER PEN,HOT PINK",48,7/24/2011 12:29,0.39,551,United Kingdom,3.0
561045,165,"FEATHER PEN,LIGHT PINK",48,7/24/2011 12:29,0.39,551,United Kingdom,3.0
561046,809,POPCORN HOLDER,100,7/24/2011 12:33,0.72,477,United Kingdom,2.0
561046,437,HEART OF WICKER SMALL,80,7/24/2011 12:33,1.45,477,United Kingdom,2.0
561046,265,LUNCH BAG  BLACK SKULL.,40,7/24/2011 12:33,1.65,477,United Kingdom,2.0
561046,393,LUNCH BAG CARS BLUE,40,7/24/2011 12:33,1.65,477,United Kingdom,2.0
561046,391,LUNCH BAG SUKI DESIGN ,40,7/24/2011 12:33,1.65,477,United Kingdom,2.0
561046,1805,LUNCH BAG DOILEY PATTERN ,40,7/24/2011 12:33,1.65,477,United Kingdom,2.0
561048,264,RED RETROSPOT BOWL,72,7/24/2011 12:51,1.06,263,United Kingdom,3.0
561048,1218,RED RETROSPOT CUP,96,7/24/2011 12:51,0.72,263,United Kingdom,3.0
561048,295,PINK POLKADOT BOWL,72,7/24/2011 12:51,1.06,263,United Kingdom,3.0
561048,210,CHILDRENS CUTLERY POLKADOT PINK,72,7/24/2011 12:51,3.75,263,United Kingdom,3.0
561048,209,CHILDRENS CUTLERY POLKADOT BLUE,72,7/24/2011 12:51,3.75,263,United Kingdom,3.0
561052,1979,RED VINTAGE SPOT BEAKER,96,7/24/2011 13:12,0.72,219,United Kingdom,5.0
561052,1968,PINK VINTAGE SPOT BEAKER,96,7/24/2011 13:12,0.72,219,United Kingdom,5.0
561052,1967,BLUE VINTAGE SPOT BEAKER,96,7/24/2011 13:12,0.72,219,United Kingdom,5.0
561052,1927,SET OF 3 REGENCY CAKE TINS,48,7/24/2011 13:12,4.15,219,United Kingdom,5.0
561052,198,SOLDIERS EGG CUP ,288,7/24/2011 13:12,1.06,219,United Kingdom,5.0
561054,393,LUNCH BAG CARS BLUE,20,7/24/2011 13:13,1.65,26,United Kingdom,12.0
561054,392,LUNCH BAG PINK POLKADOT,20,7/24/2011 13:13,1.65,26,United Kingdom,12.0
561054,1038,LUNCH BAG SPACEBOY DESIGN ,20,7/24/2011 13:13,1.65,26,United Kingdom,12.0
561054,265,LUNCH BAG  BLACK SKULL.,20,7/24/2011 13:13,1.65,26,United Kingdom,12.0
561054,43,BLUE DINER WALL CLOCK,2,7/24/2011 13:13,8.5,26,United Kingdom,12.0
561054,41,RED DINER WALL CLOCK,2,7/24/2011 13:13,8.5,26,United Kingdom,12.0
561054,2063,IVORY REFECTORY CLOCK,2,7/24/2011 13:13,9.95,26,United Kingdom,12.0
561054,2083,RED REFECTORY CLOCK ,2,7/24/2011 13:13,9.95,26,United Kingdom,12.0
561054,2064,BLUE REFECTORY CLOCK ,2,7/24/2011 13:13,9.95,26,United Kingdom,12.0
561054,21,JAM MAKING SET WITH JARS,12,7/24/2011 13:13,3.75,26,United Kingdom,12.0
561054,2117,GIANT 50'S CHRISTMAS CRACKER,12,7/24/2011 13:13,2.89,26,United Kingdom,12.0
561054,907,ENAMEL PINK COFFEE CONTAINER,48,7/24/2011 13:13,0.83,26,United Kingdom,12.0
561054,250,GUMBALL MAGAZINE RACK,12,7/24/2011 13:13,6.75,26,United Kingdom,12.0
561056,963,BOOM BOX SPEAKER BOYS,2,7/24/2011 13:17,5.95,405,United Kingdom,3.0
561056,2118,BOOM BOX SPEAKER GIRLS,2,7/24/2011 13:17,5.95,405,United Kingdom,3.0
561056,1592,DOUGHNUT LIP GLOSS ,20,7/24/2011 13:17,1.25,405,United Kingdom,3.0
561056,1607,ICE CREAM PEN LIP GLOSS ,24,7/24/2011 13:17,1.25,405,United Kingdom,3.0
561056,470,MAGIC DRAWING SLATE PURDEY,24,7/24/2011 13:17,0.42,405,United Kingdom,3.0
561056,2013,MAGIC DRAWING SLATE LEAP FROG ,24,7/24/2011 13:17,0.42,405,United Kingdom,3.0
561056,533,CERAMIC HEART FAIRY CAKE MONEY BANK,12,7/24/2011 13:17,1.45,405,United Kingdom,3.0
561056,1735,CERAMIC PIRATE CHEST MONEY BANK,12,7/24/2011 13:17,1.45,405,United Kingdom,3.0
561064,439,WOOD BLACK BOARD ANT WHITE FINISH,4,7/24/2011 14:16,7.95,72,United Kingdom,7.0
561064,1838,PARISIENNE JEWELLERY DRAWER ,1,7/24/2011 14:16,7.5,72,United Kingdom,7.0
561064,409,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,7/24/2011 14:16,8.5,72,United Kingdom,7.0
561064,65,HAND OVER THE CHOCOLATE   SIGN ,1,7/24/2011 14:16,2.1,72,United Kingdom,7.0
561064,442,CREAM SWEETHEART MINI CHEST,2,7/24/2011 14:16,12.75,72,United Kingdom,7.0
561064,436,FAMILY ALBUM WHITE PICTURE FRAME,8,7/24/2011 14:16,7.65,72,United Kingdom,7.0
561065,442,CREAM SWEETHEART MINI CHEST,2,7/24/2011 14:18,12.75,42,United Kingdom,16.0
561065,1148,RETROSPOT LARGE MILK JUG,3,7/24/2011 14:18,4.95,42,United Kingdom,16.0
561065,1185,RED RETROSPOT PUDDING BOWL,4,7/24/2011 14:18,4.25,42,United Kingdom,16.0
561065,439,WOOD BLACK BOARD ANT WHITE FINISH,2,7/24/2011 14:18,7.95,42,United Kingdom,16.0
561065,1221,RED RETROSPOT APRON ,3,7/24/2011 14:18,5.95,42,United Kingdom,16.0
561065,306,RED RETROSPOT ROUND CAKE TINS,1,7/24/2011 14:18,9.95,42,United Kingdom,16.0
561067,340,ANTIQUE SILVER T-LIGHT GLASS,36,7/24/2011 14:26,1.25,561,United Kingdom,5.0
561067,224,VICTORIAN GLASS HANGING T-LIGHT,36,7/24/2011 14:26,1.25,561,United Kingdom,5.0
561067,1750,ZINC T-LIGHT HOLDER STARS SMALL,12,7/24/2011 14:26,0.83,561,United Kingdom,5.0
561070,120,ROSES REGENCY TEACUP AND SAUCER ,6,7/24/2011 15:23,2.95,434,United Kingdom,6.0
561070,663,STRAWBERRY LUNCH BOX WITH CUTLERY,12,7/24/2011 15:23,2.55,434,United Kingdom,6.0
561070,385,JUMBO STORAGE BAG SUKI,10,7/24/2011 15:23,2.08,434,United Kingdom,6.0
561070,391,LUNCH BAG SUKI DESIGN ,10,7/24/2011 15:23,1.65,434,United Kingdom,6.0
561070,190,LUNCH BAG RED RETROSPOT,10,7/24/2011 15:23,1.65,434,United Kingdom,6.0
561070,449,PARTY BUNTING,4,7/24/2011 15:23,4.95,434,United Kingdom,6.0
561070,544,RED RETROSPOT PICNIC BAG,5,7/24/2011 15:23,2.95,434,United Kingdom,6.0
561075,2019,LARGE WHITE HEART OF WICKER,6,7/24/2011 15:51,2.95,180,United Kingdom,8.0
561075,28,JUMBO BAG RED RETROSPOT,10,7/24/2011 15:51,2.08,180,United Kingdom,8.0
561075,423,CHARLOTTE BAG SUKI DESIGN,20,7/24/2011 15:51,0.85,180,United Kingdom,8.0
561075,787,STRAWBERRY CHARLOTTE BAG,10,7/24/2011 15:51,0.85,180,United Kingdom,8.0
561075,386,RED RETROSPOT CHARLOTTE BAG,10,7/24/2011 15:51,0.85,180,United Kingdom,8.0
561075,387,CHARLOTTE BAG PINK POLKADOT,10,7/24/2011 15:51,0.85,180,United Kingdom,8.0
561075,385,JUMBO STORAGE BAG SUKI,10,7/24/2011 15:51,2.08,180,United Kingdom,8.0
561075,363,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,7/24/2011 15:51,2.08,180,United Kingdom,8.0
561075,384,JUMBO BAG PINK POLKADOT,10,7/24/2011 15:51,2.08,180,United Kingdom,8.0
561075,786,JUMBO BAG STRAWBERRY,10,7/24/2011 15:51,2.08,180,United Kingdom,8.0
561075,27,JUMBO  BAG BAROQUE BLACK WHITE,10,7/24/2011 15:51,2.08,180,United Kingdom,8.0
561087,190,LUNCH BAG RED RETROSPOT,10,7/25/2011 9:48,1.65,465,United Kingdom,3.0
561087,1830,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,7/25/2011 9:48,1.65,465,United Kingdom,3.0
561087,392,LUNCH BAG PINK POLKADOT,10,7/25/2011 9:48,1.65,465,United Kingdom,3.0
561087,1269,SET 12 KIDS  WHITE CHALK STICKS,24,7/25/2011 9:48,0.42,465,United Kingdom,3.0
561087,1689,LUNCH BAG ALPHABET DESIGN,10,7/25/2011 9:48,1.65,465,United Kingdom,3.0
561087,1038,LUNCH BAG SPACEBOY DESIGN ,10,7/25/2011 9:48,1.65,465,United Kingdom,3.0
561087,2090,SET 40 HEART SHAPE PETIT FOUR CASES,12,7/25/2011 9:48,1.65,465,United Kingdom,3.0
561087,21,JAM MAKING SET WITH JARS,6,7/25/2011 9:48,4.25,465,United Kingdom,3.0
561087,20,JAM MAKING SET PRINTED,12,7/25/2011 9:48,1.45,465,United Kingdom,3.0
561087,1917,SET OF 36 DOILIES PANTRY DESIGN,12,7/25/2011 9:48,1.45,465,United Kingdom,3.0
561087,2088,SET OF 12 FAIRY CAKE BAKING CASES,24,7/25/2011 9:48,0.83,465,United Kingdom,3.0
561087,2089,SET OF 12 MINI LOAF BAKING CASES,24,7/25/2011 9:48,0.83,465,United Kingdom,3.0
561087,2086,SET OF 6 TEA TIME BAKING CASES,24,7/25/2011 9:48,1.25,465,United Kingdom,3.0
561087,130,12 PENCILS SMALL TUBE SKULL,24,7/25/2011 9:48,0.65,465,United Kingdom,3.0
561088,1811,JUMBO BAG DOILEY PATTERNS,10,7/25/2011 9:50,2.08,465,United Kingdom,4.0
561088,1688,JUMBO BAG ALPHABET,10,7/25/2011 9:50,2.08,465,United Kingdom,4.0
561088,1693,JUMBO BAG APPLES,10,7/25/2011 9:50,2.08,465,United Kingdom,4.0
561109,158,DOORMAT RED RETROSPOT,10,7/25/2011 11:43,6.75,650,United Kingdom,1.0
561109,723,DOORMAT HOME SWEET HOME BLUE ,10,7/25/2011 11:43,6.75,650,United Kingdom,1.0
561109,1292,LARGE CIRCULAR MIRROR MOBILE,192,7/25/2011 11:43,0.85,650,United Kingdom,1.0
561111,1120,PACK OF 6 SKULL PAPER PLATES,96,7/25/2011 11:49,0.64,77,United Kingdom,27.0
561111,297,PINK PARTY BAGS,144,7/25/2011 11:49,1.69,77,United Kingdom,27.0
561111,960,WOODEN HAPPY BIRTHDAY GARLAND,6,7/25/2011 11:49,2.95,77,United Kingdom,27.0
561111,900,TEA TIME PARTY BUNTING,50,7/25/2011 11:49,4.15,77,United Kingdom,27.0
561111,456,PAPER BUNTING RETROSPOT,80,7/25/2011 11:49,2.55,77,United Kingdom,27.0
561115,1905,Next Day Carriage,1,7/25/2011 12:12,15.0,107,United Kingdom,6.0
561115,859,BLUE SPOT CERAMIC DRAWER KNOB,24,7/25/2011 12:12,1.25,107,United Kingdom,6.0
561115,860,RED SPOT CERAMIC DRAWER KNOB,24,7/25/2011 12:12,1.25,107,United Kingdom,6.0
561115,358,BLUE STRIPE CERAMIC DRAWER KNOB,24,7/25/2011 12:12,1.25,107,United Kingdom,6.0
561115,178,RED STRIPE CERAMIC DRAWER KNOB,24,7/25/2011 12:12,1.25,107,United Kingdom,6.0
561115,1274,UNION STRIPE WITH FRINGE  HAMMOCK,12,7/25/2011 12:12,6.95,107,United Kingdom,6.0
561115,43,BLUE DINER WALL CLOCK,2,7/25/2011 12:12,8.5,107,United Kingdom,6.0
561115,44,IVORY DINER WALL CLOCK,2,7/25/2011 12:12,8.5,107,United Kingdom,6.0
561118,1237,WHITE LOVEBIRD LANTERN,12,7/25/2011 12:25,2.95,367,United Kingdom,2.0
561118,340,ANTIQUE SILVER T-LIGHT GLASS,12,7/25/2011 12:25,1.25,367,United Kingdom,2.0
561118,721,EDWARDIAN PARASOL NATURAL,3,7/25/2011 12:25,5.95,367,United Kingdom,2.0
561118,240,NATURAL SLATE HEART CHALKBOARD ,6,7/25/2011 12:25,2.95,367,United Kingdom,2.0
561118,442,CREAM SWEETHEART MINI CHEST,2,7/25/2011 12:25,12.75,367,United Kingdom,2.0
561118,1721,LARGE IVORY HEART WALL ORGANISER,2,7/25/2011 12:25,8.25,367,United Kingdom,2.0
561119,1649,DAIRY MAID TRADITIONAL TEAPOT ,2,7/25/2011 12:34,6.95,490,United Kingdom,3.0
561119,358,BLUE STRIPE CERAMIC DRAWER KNOB,12,7/25/2011 12:34,1.25,490,United Kingdom,3.0
561119,202,ALARM CLOCK BAKELIKE CHOCOLATE,4,7/25/2011 12:34,3.75,490,United Kingdom,3.0
561119,74,ALARM CLOCK BAKELIKE ORANGE,4,7/25/2011 12:34,3.75,490,United Kingdom,3.0
561119,575,MINT KITCHEN SCALES,2,7/25/2011 12:34,8.5,490,United Kingdom,3.0
561119,1619,DAIRY MAID LARGE MILK JUG,3,7/25/2011 12:34,4.95,490,United Kingdom,3.0
561119,374,6 RIBBONS RUSTIC CHARM,12,7/25/2011 12:34,1.65,490,United Kingdom,3.0
561119,1847,SMALL CERAMIC TOP STORAGE JAR ,12,7/25/2011 12:34,0.83,490,United Kingdom,3.0
561119,15,ALARM CLOCK BAKELIKE GREEN,12,7/25/2011 12:34,3.75,490,United Kingdom,3.0
561119,2030,MINT DINER WALL CLOCK,6,7/25/2011 12:34,8.5,490,United Kingdom,3.0
561119,402,VINTAGE CREAM DOG FOOD CONTAINER,2,7/25/2011 12:34,8.5,490,United Kingdom,3.0
561191,739,WOODEN SCHOOL COLOURING SET,48,7/25/2011 13:42,1.65,401,United Kingdom,6.0
561191,1370,CHILDS GARDEN FORK PINK,12,7/25/2011 13:42,0.85,401,United Kingdom,6.0
561191,50,WOODEN BOX OF DOMINOES,24,7/25/2011 13:42,1.25,401,United Kingdom,6.0
561191,36,VINTAGE HEADS AND TAILS CARD GAME ,24,7/25/2011 13:42,1.25,401,United Kingdom,6.0
561191,347,BLUE HARMONICA IN BOX ,60,7/25/2011 13:42,1.25,401,United Kingdom,6.0
561191,737,RED  HARMONICA IN BOX ,60,7/25/2011 13:42,1.25,401,United Kingdom,6.0
561196,55,ASSORTED COLOUR BIRD ORNAMENT,40,7/25/2011 14:35,1.69,571,United Kingdom,2.0
561196,1927,SET OF 3 REGENCY CAKE TINS,4,7/25/2011 14:35,4.95,571,United Kingdom,2.0
561196,240,NATURAL SLATE HEART CHALKBOARD ,6,7/25/2011 14:35,2.95,571,United Kingdom,2.0
561196,891,ANIMAL STICKERS,24,7/25/2011 14:35,0.21,571,United Kingdom,2.0
561200,1340,SET/6 EAU DE NIL BIRD T-LIGHTS,6,7/25/2011 15:01,2.1,468,United Kingdom,6.0
561200,1117,SET/6 PINK BIRD T-LIGHT CANDLES,6,7/25/2011 15:01,2.1,468,United Kingdom,6.0
561200,137,MULTI COLOUR SILVER T-LIGHT HOLDER,24,7/25/2011 15:01,0.85,468,United Kingdom,6.0
561200,1872,PACK OF SIX LED TEA LIGHTS,12,7/25/2011 15:01,2.89,468,United Kingdom,6.0
561200,1905,Next Day Carriage,1,7/25/2011 15:01,15.0,468,United Kingdom,6.0
561202,190,LUNCH BAG RED RETROSPOT,10,7/25/2011 15:14,1.65,379,United Kingdom,5.0
561202,477,LUNCH BAG WOODLAND,10,7/25/2011 15:14,1.65,379,United Kingdom,5.0
561202,265,LUNCH BAG  BLACK SKULL.,10,7/25/2011 15:14,1.65,379,United Kingdom,5.0
561202,1805,LUNCH BAG DOILEY PATTERN ,10,7/25/2011 15:14,1.65,379,United Kingdom,5.0
561202,1696,LUNCH BAG APPLE DESIGN,10,7/25/2011 15:14,1.65,379,United Kingdom,5.0
561202,1695,LUNCH BAG VINTAGE LEAF DESIGN,10,7/25/2011 15:14,1.65,379,United Kingdom,5.0
561202,2119,WRAP PAISLEY PARK ,25,7/25/2011 15:14,0.42,379,United Kingdom,5.0
561202,2120,WRAP ALPHABET POSTER  ,25,7/25/2011 15:14,0.42,379,United Kingdom,5.0
561202,194,ALARM CLOCK BAKELIKE PINK,4,7/25/2011 15:14,3.75,379,United Kingdom,5.0
561221,1927,SET OF 3 REGENCY CAKE TINS,4,7/26/2011 9:23,4.95,413,United Kingdom,4.0
561221,1926,SET OF TEA COFFEE SUGAR TINS PANTRY,4,7/26/2011 9:23,4.95,413,United Kingdom,4.0
561221,1671,ETCHED GLASS COASTER,48,7/26/2011 9:23,0.39,413,United Kingdom,4.0
561221,1942,MADRAS NOTEBOOK MEDIUM,12,7/26/2011 9:23,0.75,413,United Kingdom,4.0
561221,545,SCANDINAVIAN PAISLEY PICNIC BAG,10,7/26/2011 9:23,1.65,413,United Kingdom,4.0
561221,449,PARTY BUNTING,4,7/26/2011 9:23,4.95,413,United Kingdom,4.0
561221,101,REGENCY CAKESTAND 3 TIER,1,7/26/2011 9:23,12.75,413,United Kingdom,4.0
561221,1,WHITE HANGING HEART T-LIGHT HOLDER,6,7/26/2011 9:23,2.95,413,United Kingdom,4.0
561221,1349,STRAWBERRY RAFFIA FOOD COVER,6,7/26/2011 9:23,3.75,413,United Kingdom,4.0
561221,91,VICTORIAN SEWING BOX SMALL ,2,7/26/2011 9:23,5.95,413,United Kingdom,4.0
561221,439,WOOD BLACK BOARD ANT WHITE FINISH,2,7/26/2011 9:23,7.95,413,United Kingdom,4.0
561221,1054,EMPIRE UNION JACK TV DINNER TRAY,3,7/26/2011 9:23,4.95,413,United Kingdom,4.0
561221,574,RED GINGHAM ROSE JEWELLERY BOX,8,7/26/2011 9:23,1.95,413,United Kingdom,4.0
561223,1302,RING OF ROSES BIRTHDAY CARD,12,7/26/2011 9:51,0.42,140,United Kingdom,6.0
561223,1389,ROBOT BIRTHDAY CARD,12,7/26/2011 9:51,0.42,140,United Kingdom,6.0
561223,1239,WRAP VINTAGE LEAF DESIGN,25,7/26/2011 9:51,0.42,140,United Kingdom,6.0
561223,1708,CARD PSYCHEDELIC APPLES,12,7/26/2011 9:51,0.42,140,United Kingdom,6.0
561223,465,DELUXE SEWING KIT ,3,7/26/2011 9:51,5.95,140,United Kingdom,6.0
561223,271,SKULLS  STICKERS,12,7/26/2011 9:51,0.85,140,United Kingdom,6.0
561223,225,BAKING SET SPACEBOY DESIGN,3,7/26/2011 9:51,4.95,140,United Kingdom,6.0
561223,91,VICTORIAN SEWING BOX SMALL ,2,7/26/2011 9:51,5.95,140,United Kingdom,6.0
561223,1057,RIBBON REEL STRIPES DESIGN ,10,7/26/2011 9:51,1.65,140,United Kingdom,6.0
561223,486,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,7/26/2011 9:51,1.25,140,United Kingdom,6.0
561223,952,ALPHABET HEARTS STICKER SHEET,12,7/26/2011 9:51,0.85,140,United Kingdom,6.0
561223,57,"FANCY FONT BIRTHDAY CARD, ",12,7/26/2011 9:51,0.42,140,United Kingdom,6.0
561223,250,GUMBALL MAGAZINE RACK,2,7/26/2011 9:51,7.65,140,United Kingdom,6.0
561224,786,JUMBO BAG STRAWBERRY,100,7/26/2011 9:55,1.79,254,United Kingdom,6.0
561224,28,JUMBO BAG RED RETROSPOT,100,7/26/2011 9:55,1.79,254,United Kingdom,6.0
561224,362,JUMBO BAG PINK VINTAGE PAISLEY,100,7/26/2011 9:55,1.79,254,United Kingdom,6.0
561224,363,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,100,7/26/2011 9:55,1.79,254,United Kingdom,6.0
561224,27,JUMBO  BAG BAROQUE BLACK WHITE,100,7/26/2011 9:55,1.79,254,United Kingdom,6.0
561226,2121,CHRISTMAS STAR WISH LIST CHALKBOARD,12,7/26/2011 10:13,1.25,651,United Kingdom,1.0
561226,1884,MISTLETOE HEART WREATH CREAM,4,7/26/2011 10:13,4.15,651,United Kingdom,1.0
561226,432,3 HEARTS HANGING DECORATION RUSTIC,8,7/26/2011 10:13,2.95,651,United Kingdom,1.0
561226,1723,SMALL IVORY HEART WALL ORGANISER,3,7/26/2011 10:13,5.75,651,United Kingdom,1.0
561226,55,ASSORTED COLOUR BIRD ORNAMENT,16,7/26/2011 10:13,1.69,651,United Kingdom,1.0
561226,462,PAINTED METAL PEARS ASSORTED,16,7/26/2011 10:13,1.69,651,United Kingdom,1.0
561226,320,VINTAGE CREAM 3 BASKET CAKE STAND,2,7/26/2011 10:13,9.95,651,United Kingdom,1.0
561226,409,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,7/26/2011 10:13,8.5,651,United Kingdom,1.0
561226,374,6 RIBBONS RUSTIC CHARM,12,7/26/2011 10:13,1.65,651,United Kingdom,1.0
561226,1877,GARDENERS KNEELING PAD CUP OF TEA ,12,7/26/2011 10:13,1.65,651,United Kingdom,1.0
